,CHUNK_ID,CHUNK_START,CHUNK_FINISH,CHUNK_CANDIDATE_ID,CHUNK_LEN
0,1,0,1,0,1
1,2,1,4,35,3
2,2,1,4,35,3
3,2,1,4,35,3
4,3,4,5,126,1
5,4,5,32,181,27
6,4,5,32,181,27
7,4,5,32,181,27
8,4,5,32,181,27
9,4,5,32,181,27
10,4,5,32,181,27
11,4,5,32,181,27
12,4,5,32,181,27
13,4,5,32,181,27
14,4,5,32,181,27
15,4,5,32,181,27
16,4,5,32,181,27
17,4,5,32,181,27
18,4,5,32,181,27
19,4,5,32,181,27
20,4,5,32,181,27
21,4,5,32,181,27
22,4,5,32,181,27
23,4,5,32,181,27
24,4,5,32,181,27
25,4,5,32,181,27
26,4,5,32,181,27
27,4,5,32,181,27
28,4,5,32,181,27
29,4,5,32,181,27
30,4,5,32,181,27
31,4,5,32,181,27
32,5,32,33,560,1
33,6,0,9,8,9
34,6,0,9,8,9
35,6,0,9,8,9
36,6,0,9,8,9
37,6,0,9,8,9
38,6,0,9,8,9
39,6,0,9,8,9
40,6,0,9,8,9
41,6,0,9,8,9
42,7,9,10,261,1
43,8,10,13,287,3
44,8,10,13,287,3
45,8,10,13,287,3
46,9,13,33,370,20
47,9,13,33,370,20
48,9,13,33,370,20
49,9,13,33,370,20
50,9,13,33,370,20
51,9,13,33,370,20
52,9,13,33,370,20
53,9,13,33,370,20
54,9,13,33,370,20
55,9,13,33,370,20
56,9,13,33,370,20
57,9,13,33,370,20
58,9,13,33,370,20
59,9,13,33,370,20
60,9,13,33,370,20
61,9,13,33,370,20
62,9,13,33,370,20
63,9,13,33,370,20
64,9,13,33,370,20
65,9,13,33,370,20
66,10,0,9,8,9
67,10,0,9,8,9
68,10,0,9,8,9
69,10,0,9,8,9
70,10,0,9,8,9
71,10,0,9,8,9
72,10,0,9,8,9
73,10,0,9,8,9
74,10,0,9,8,9
75,11,9,13,264,4
76,11,9,13,264,4
77,11,9,13,264,4
78,11,9,13,264,4
79,12,13,14,351,1
80,13,14,24,380,10
81,13,14,24,380,10
82,13,14,24,380,10
83,13,14,24,380,10
84,13,14,24,380,10
85,13,14,24,380,10
86,13,14,24,380,10
87,13,14,24,380,10
88,13,14,24,380,10
89,13,14,24,380,10
90,14,24,25,516,1
91,15,25,27,526,2
92,15,25,27,526,2
93,16,27,32,544,5
94,16,27,32,544,5
95,16,27,32,544,5
96,16,27,32,544,5
97,16,27,32,544,5
98,17,32,33,560,1
99,18,0,25,24,25
100,18,0,25,24,25
101,18,0,25,24,25
102,18,0,25,24,25
103,18,0,25,24,25
104,18,0,25,24,25
105,18,0,25,24,25
106,18,0,25,24,25
107,18,0,25,24,25
108,18,0,25,24,25
109,18,0,25,24,25
110,18,0,25,24,25
111,18,0,25,24,25
112,18,0,25,24,25
113,18,0,25,24,25
114,18,0,25,24,25
115,18,0,25,24,25
116,18,0,25,24,25
117,18,0,25,24,25
118,18,0,25,24,25
119,18,0,25,24,25
120,18,0,25,24,25
121,18,0,25,24,25
122,18,0,25,24,25
123,18,0,25,24,25
124,19,25,27,526,2
125,19,25,27,526,2
126,20,27,28,540,1
127,21,28,32,549,4
128,21,28,32,549,4
129,21,28,32,549,4
130,21,28,32,549,4
131,22,32,33,560,1
132,23,0,1,0,1
133,24,1,2,8,1
134,25,2,3,15,1
135,26,3,4,21,1
136,27,4,8,29,4
137,27,4,8,29,4
138,27,4,8,29,4
139,27,4,8,29,4
140,28,0,5,4,5
141,28,0,5,4,5
142,28,0,5,4,5
143,28,0,5,4,5
144,28,0,5,4,5
145,29,5,6,55,1
146,30,6,7,63,1
147,31,7,12,74,5
148,31,7,12,74,5
149,31,7,12,74,5
150,31,7,12,74,5
151,31,7,12,74,5
152,32,12,13,90,1
153,33,0,1,0,1
154,34,1,2,13,1
155,35,2,3,25,1
156,36,3,4,36,1
157,37,4,13,54,9
158,37,4,13,54,9
159,37,4,13,54,9
160,37,4,13,54,9
161,37,4,13,54,9
162,37,4,13,54,9
163,37,4,13,54,9
164,37,4,13,54,9
165,37,4,13,54,9
166,38,0,6,5,6
167,38,0,6,5,6
168,38,0,6,5,6
169,38,0,6,5,6
170,38,0,6,5,6
171,38,0,6,5,6
172,39,6,8,64,2
173,39,6,8,64,2
174,40,8,9,76,1
175,41,9,12,83,3
176,41,9,12,83,3
177,41,9,12,83,3
178,42,12,13,90,1
179,43,0,1,0,1
180,44,1,9,20,8
181,44,1,9,20,8
182,44,1,9,20,8
183,44,1,9,20,8
184,44,1,9,20,8
185,44,1,9,20,8
186,44,1,9,20,8
187,44,1,9,20,8
188,45,9,10,81,1
189,46,10,11,85,1
190,47,11,12,88,1
191,48,12,13,90,1
192,49,0,8,7,8
193,49,0,8,7,8
194,49,0,8,7,8
195,49,0,8,7,8
196,49,0,8,7,8
197,49,0,8,7,8
198,49,0,8,7,8
199,49,0,8,7,8
200,50,8,9,100,1
201,51,9,15,113,6
202,51,9,15,113,6
203,51,9,15,113,6
204,51,9,15,113,6
205,51,9,15,113,6
206,51,9,15,113,6
207,52,15,16,135,1
208,53,0,1,0,1
209,54,1,2,6,1
210,55,2,3,11,1
211,56,3,4,15,1
212,57,4,6,19,2
213,57,4,6,19,2
214,58,0,5,4,5
215,58,0,5,4,5
216,58,0,5,4,5
217,58,0,5,4,5
218,58,0,5,4,5
219,59,5,7,76,2
220,59,5,7,76,2
221,60,7,8,98,1
222,61,8,11,110,3
223,61,8,11,110,3
224,61,8,11,110,3
225,62,11,12,132,1
226,63,12,16,141,4
227,63,12,16,141,4
228,63,12,16,141,4
229,63,12,16,141,4
230,64,16,17,152,1
231,65,0,7,6,7
232,65,0,7,6,7
233,65,0,7,6,7
234,65,0,7,6,7
235,65,0,7,6,7
236,65,0,7,6,7
237,65,0,7,6,7
238,66,7,8,77,1
239,67,8,13,88,5
240,67,8,13,88,5
241,67,8,13,88,5
242,67,8,13,88,5
243,67,8,13,88,5
244,68,13,14,104,1
245,69,0,2,1,2
246,69,0,2,1,2
247,70,2,3,41,1
248,71,3,17,73,14
249,71,3,17,73,14
250,71,3,17,73,14
251,71,3,17,73,14
252,71,3,17,73,14
253,71,3,17,73,14
254,71,3,17,73,14
255,71,3,17,73,14
256,71,3,17,73,14
257,71,3,17,73,14
258,71,3,17,73,14
259,71,3,17,73,14
260,71,3,17,73,14
261,71,3,17,73,14
262,72,17,19,222,2
263,72,17,19,222,2
264,73,19,20,228,1
265,74,20,21,230,1
266,75,0,1,0,1
267,76,1,2,4,1
268,77,2,4,8,2
269,77,2,4,8,2
270,78,0,11,10,11
271,78,0,11,10,11
272,78,0,11,10,11
273,78,0,11,10,11
274,78,0,11,10,11
275,78,0,11,10,11
276,78,0,11,10,11
277,78,0,11,10,11
278,78,0,11,10,11
279,78,0,11,10,11
280,78,0,11,10,11
281,79,11,12,198,1
282,80,12,13,210,1
283,81,13,14,221,1
284,82,14,15,231,1
285,83,15,18,242,3
286,83,15,18,242,3
287,83,15,18,242,3
288,84,18,19,261,1
289,85,19,22,268,3
290,85,19,22,268,3
291,85,19,22,268,3
292,86,22,23,275,1
293,87,0,5,4,5
294,87,0,5,4,5
295,87,0,5,4,5
296,87,0,5,4,5
297,87,0,5,4,5
298,88,5,6,60,1
299,89,6,8,70,2
300,89,6,8,70,2
301,90,8,9,84,1
302,91,9,13,93,4
303,91,9,13,93,4
304,91,9,13,93,4
305,91,9,13,93,4
306,92,13,14,104,1
307,93,0,6,5,6
308,93,0,6,5,6
309,93,0,6,5,6
310,93,0,6,5,6
311,93,0,6,5,6
312,93,0,6,5,6
313,94,6,7,51,1
314,95,7,8,56,1
315,96,8,10,61,2
316,96,8,10,61,2
317,97,10,11,65,1
318,98,0,2,1,2
319,98,0,2,1,2
320,99,2,3,45,1
321,100,3,4,66,1
322,101,4,22,103,18
323,101,4,22,103,18
324,101,4,22,103,18
325,101,4,22,103,18
326,101,4,22,103,18
327,101,4,22,103,18
328,101,4,22,103,18
329,101,4,22,103,18
330,101,4,22,103,18
331,101,4,22,103,18
332,101,4,22,103,18
333,101,4,22,103,18
334,101,4,22,103,18
335,101,4,22,103,18
336,101,4,22,103,18
337,101,4,22,103,18
338,101,4,22,103,18
339,101,4,22,103,18
340,102,22,23,275,1
341,103,0,8,7,8
342,103,0,8,7,8
343,103,0,8,7,8
344,103,0,8,7,8
345,103,0,8,7,8
346,103,0,8,7,8
347,103,0,8,7,8
348,103,0,8,7,8
349,104,8,9,140,1
350,105,9,10,153,1
351,106,10,13,167,3
352,106,10,13,167,3
353,106,10,13,167,3
354,107,13,21,202,8
355,107,13,21,202,8
356,107,13,21,202,8
357,107,13,21,202,8
358,107,13,21,202,8
359,107,13,21,202,8
360,107,13,21,202,8
361,107,13,21,202,8
362,108,0,14,13,14
363,108,0,14,13,14
364,108,0,14,13,14
365,108,0,14,13,14
366,108,0,14,13,14
367,108,0,14,13,14
368,108,0,14,13,14
369,108,0,14,13,14
370,108,0,14,13,14
371,108,0,14,13,14
372,108,0,14,13,14
373,108,0,14,13,14
374,108,0,14,13,14
375,108,0,14,13,14
376,109,14,15,203,1
377,110,15,16,210,1
378,111,16,19,218,3
379,111,16,19,218,3
380,111,16,19,218,3
381,112,19,21,229,2
382,112,19,21,229,2
383,113,0,7,6,7
384,113,0,7,6,7
385,113,0,7,6,7
386,113,0,7,6,7
387,113,0,7,6,7
388,113,0,7,6,7
389,113,0,7,6,7
390,114,7,9,85,2
391,114,7,9,85,2
392,115,9,10,99,1
393,116,10,11,105,1
394,117,11,12,110,1
395,118,12,14,115,2
396,118,12,14,115,2
397,119,14,15,119,1
398,120,0,3,2,3
399,120,0,3,2,3
400,120,0,3,2,3
401,121,3,4,66,1
402,122,4,6,87,2
403,122,4,6,87,2
404,123,6,7,123,1
405,124,7,8,140,1
406,125,8,12,159,4
407,125,8,12,159,4
408,125,8,12,159,4
409,125,8,12,159,4
410,126,12,23,220,11
411,126,12,23,220,11
412,126,12,23,220,11
413,126,12,23,220,11
414,126,12,23,220,11
415,126,12,23,220,11
416,126,12,23,220,11
417,126,12,23,220,11
418,126,12,23,220,11
419,126,12,23,220,11
420,126,12,23,220,11
421,127,0,12,11,12
422,127,0,12,11,12
423,127,0,12,11,12
424,127,0,12,11,12
425,127,0,12,11,12
426,127,0,12,11,12
427,127,0,12,11,12
428,127,0,12,11,12
429,127,0,12,11,12
430,127,0,12,11,12
431,127,0,12,11,12
432,127,0,12,11,12
433,128,12,13,210,1
434,129,13,14,221,1
435,130,14,19,235,5
436,130,14,19,235,5
437,130,14,19,235,5
438,130,14,19,235,5
439,130,14,19,235,5
440,131,19,22,268,3
441,131,19,22,268,3
442,131,19,22,268,3
443,132,22,23,275,1
444,133,0,9,8,9
445,133,0,9,8,9
446,133,0,9,8,9
447,133,0,9,8,9
448,133,0,9,8,9
449,133,0,9,8,9
450,133,0,9,8,9
451,133,0,9,8,9
452,133,0,9,8,9
453,134,9,10,126,1
454,135,10,11,135,1
455,136,11,13,144,2
456,136,11,13,144,2
457,137,13,17,159,4
458,137,13,17,159,4
459,137,13,17,159,4
460,137,13,17,159,4
461,138,17,18,170,1
462,139,0,13,12,13
463,139,0,13,12,13
464,139,0,13,12,13
465,139,0,13,12,13
466,139,0,13,12,13
467,139,0,13,12,13
468,139,0,13,12,13
469,139,0,13,12,13
470,139,0,13,12,13
471,139,0,13,12,13
472,139,0,13,12,13
473,139,0,13,12,13
474,139,0,13,12,13
475,140,13,14,156,1
476,141,14,17,163,3
477,141,14,17,163,3
478,141,14,17,163,3
479,142,17,18,170,1
480,143,0,5,4,5
481,143,0,5,4,5
482,143,0,5,4,5
483,143,0,5,4,5
484,143,0,5,4,5
485,144,5,6,40,1
486,145,6,7,45,1
487,146,7,9,50,2
488,146,7,9,50,2
489,147,9,10,54,1
490,148,0,8,7,8
491,148,0,8,7,8
492,148,0,8,7,8
493,148,0,8,7,8
494,148,0,8,7,8
495,148,0,8,7,8
496,148,0,8,7,8
497,148,0,8,7,8
498,149,8,9,100,1
499,150,9,10,108,1
500,151,10,12,116,2
501,151,10,12,116,2
502,152,12,15,128,3
503,152,12,15,128,3
504,152,12,15,128,3
505,153,15,16,135,1
506,154,0,2,1,2
507,154,0,2,1,2
508,155,2,3,29,1
509,156,3,4,42,1
510,157,4,14,63,10
511,157,4,14,63,10
512,157,4,14,63,10
513,157,4,14,63,10
514,157,4,14,63,10
515,157,4,14,63,10
516,157,4,14,63,10
517,157,4,14,63,10
518,157,4,14,63,10
519,157,4,14,63,10
520,158,14,15,119,1
521,159,0,10,9,10
522,159,0,10,9,10
523,159,0,10,9,10
524,159,0,10,9,10
525,159,0,10,9,10
526,159,0,10,9,10
527,159,0,10,9,10
528,159,0,10,9,10
529,159,0,10,9,10
530,159,0,10,9,10
531,160,10,11,165,1
532,161,11,12,176,1
533,162,12,20,193,8
534,162,12,20,193,8
535,162,12,20,193,8
536,162,12,20,193,8
537,162,12,20,193,8
538,162,12,20,193,8
539,162,12,20,193,8
540,162,12,20,193,8
541,163,20,21,230,1
542,164,0,3,2,3
543,164,0,3,2,3
544,164,0,3,2,3
545,165,3,4,99,1
546,166,4,13,138,9
547,166,4,13,138,9
548,166,4,13,138,9
549,166,4,13,138,9
550,166,4,13,138,9
551,166,4,13,138,9
552,166,4,13,138,9
553,166,4,13,138,9
554,166,4,13,138,9
555,167,13,14,364,1
556,168,14,33,403,19
557,168,14,33,403,19
558,168,14,33,403,19
559,168,14,33,403,19
560,168,14,33,403,19
561,168,14,33,403,19
562,168,14,33,403,19
563,168,14,33,403,19
564,168,14,33,403,19
565,168,14,33,403,19
566,168,14,33,403,19
567,168,14,33,403,19
568,168,14,33,403,19
569,168,14,33,403,19
570,168,14,33,403,19
571,168,14,33,403,19
572,168,14,33,403,19
573,168,14,33,403,19
574,168,14,33,403,19
575,169,33,34,594,1
576,170,0,20,19,20
577,170,0,20,19,20
578,170,0,20,19,20
579,170,0,20,19,20
580,170,0,20,19,20
581,170,0,20,19,20
582,170,0,20,19,20
583,170,0,20,19,20
584,170,0,20,19,20
585,170,0,20,19,20
586,170,0,20,19,20
587,170,0,20,19,20
588,170,0,20,19,20
589,170,0,20,19,20
590,170,0,20,19,20
591,170,0,20,19,20
592,170,0,20,19,20
593,170,0,20,19,20
594,170,0,20,19,20
595,170,0,20,19,20
596,171,20,21,490,1
597,172,21,33,515,12
598,172,21,33,515,12
599,172,21,33,515,12
600,172,21,33,515,12
601,172,21,33,515,12
602,172,21,33,515,12
603,172,21,33,515,12
604,172,21,33,515,12
605,172,21,33,515,12
606,172,21,33,515,12
607,172,21,33,515,12
608,172,21,33,515,12
609,173,33,34,594,1
610,174,0,27,26,27
611,174,0,27,26,27
612,174,0,27,26,27
613,174,0,27,26,27
614,174,0,27,26,27
615,174,0,27,26,27
616,174,0,27,26,27
617,174,0,27,26,27
618,174,0,27,26,27
619,174,0,27,26,27
620,174,0,27,26,27
621,174,0,27,26,27
622,174,0,27,26,27
623,174,0,27,26,27
624,174,0,27,26,27
625,174,0,27,26,27
626,174,0,27,26,27
627,174,0,27,26,27
628,174,0,27,26,27
629,174,0,27,26,27
630,174,0,27,26,27
631,174,0,27,26,27
632,174,0,27,26,27
633,174,0,27,26,27
634,174,0,27,26,27
635,174,0,27,26,27
636,174,0,27,26,27
637,175,27,28,567,1
638,176,28,30,575,2
639,176,28,30,575,2
640,177,30,33,587,3
641,177,30,33,587,3
642,177,30,33,587,3
643,178,33,34,594,1
644,179,0,10,9,10
645,179,0,10,9,10
646,179,0,10,9,10
647,179,0,10,9,10
648,179,0,10,9,10
649,179,0,10,9,10
650,179,0,10,9,10
651,179,0,10,9,10
652,179,0,10,9,10
653,179,0,10,9,10
654,180,10,11,265,1
655,181,11,12,286,1
656,182,12,30,323,18
657,182,12,30,323,18
658,182,12,30,323,18
659,182,12,30,323,18
660,182,12,30,323,18
661,182,12,30,323,18
662,182,12,30,323,18
663,182,12,30,323,18
664,182,12,30,323,18
665,182,12,30,323,18
666,182,12,30,323,18
667,182,12,30,323,18
668,182,12,30,323,18
669,182,12,30,323,18
670,182,12,30,323,18
671,182,12,30,323,18
672,182,12,30,323,18
673,182,12,30,323,18
674,183,30,31,495,1
675,184,0,13,12,13
676,184,0,13,12,13
677,184,0,13,12,13
678,184,0,13,12,13
679,184,0,13,12,13
680,184,0,13,12,13
681,184,0,13,12,13
682,184,0,13,12,13
683,184,0,13,12,13
684,184,0,13,12,13
685,184,0,13,12,13
686,184,0,13,12,13
687,184,0,13,12,13
688,185,13,20,331,7
689,185,13,20,331,7
690,185,13,20,331,7
691,185,13,20,331,7
692,185,13,20,331,7
693,185,13,20,331,7
694,185,13,20,331,7
695,186,20,21,430,1
696,187,21,22,441,1
697,188,22,23,451,1
698,189,23,25,461,2
699,189,23,25,461,2
700,190,25,30,479,5
701,190,25,30,479,5
702,190,25,30,479,5
703,190,25,30,479,5
704,190,25,30,479,5
705,191,30,31,495,1
706,192,0,19,18,19
707,192,0,19,18,19
708,192,0,19,18,19
709,192,0,19,18,19
710,192,0,19,18,19
711,192,0,19,18,19
712,192,0,19,18,19
713,192,0,19,18,19
714,192,0,19,18,19
715,192,0,19,18,19
716,192,0,19,18,19
717,192,0,19,18,19
718,192,0,19,18,19
719,192,0,19,18,19
720,192,0,19,18,19
721,192,0,19,18,19
722,192,0,19,18,19
723,192,0,19,18,19
724,192,0,19,18,19
725,193,19,20,418,1
726,194,20,26,435,6
727,194,20,26,435,6
728,194,20,26,435,6
729,194,20,26,435,6
730,194,20,26,435,6
731,194,20,26,435,6
732,195,26,27,481,1
733,196,27,28,486,1
734,197,28,30,491,2
735,197,28,30,491,2
736,198,30,31,495,1
737,199,0,6,5,6
738,199,0,6,5,6
739,199,0,6,5,6
740,199,0,6,5,6
741,199,0,6,5,6
742,199,0,6,5,6
743,200,6,7,69,1
744,201,7,10,79,3
745,201,7,10,79,3
746,201,7,10,79,3
747,202,10,13,97,3
748,202,10,13,97,3
749,202,10,13,97,3
750,203,13,14,104,1
751,204,0,1,0,1
752,205,1,2,28,1
753,206,2,3,55,1
754,207,3,13,90,10
755,207,3,13,90,10
756,207,3,13,90,10
757,207,3,13,90,10
758,207,3,13,90,10
759,207,3,13,90,10
760,207,3,13,90,10
761,207,3,13,90,10
762,207,3,13,90,10
763,207,3,13,90,10
764,208,13,28,300,15
765,208,13,28,300,15
766,208,13,28,300,15
767,208,13,28,300,15
768,208,13,28,300,15
769,208,13,28,300,15
770,208,13,28,300,15
771,208,13,28,300,15
772,208,13,28,300,15
773,208,13,28,300,15
774,208,13,28,300,15
775,208,13,28,300,15
776,208,13,28,300,15
777,208,13,28,300,15
778,208,13,28,300,15
779,209,0,13,12,13
780,209,0,13,12,13
781,209,0,13,12,13
782,209,0,13,12,13
783,209,0,13,12,13
784,209,0,13,12,13
785,209,0,13,12,13
786,209,0,13,12,13
787,209,0,13,12,13
788,209,0,13,12,13
789,209,0,13,12,13
790,209,0,13,12,13
791,209,0,13,12,13
792,210,13,14,286,1
793,211,14,16,302,2
794,211,14,16,302,2
795,212,16,17,328,1
796,213,17,18,340,1
797,214,18,23,355,5
798,214,18,23,355,5
799,214,18,23,355,5
800,214,18,23,355,5
801,214,18,23,355,5
802,215,23,28,395,5
803,215,23,28,395,5
804,215,23,28,395,5
805,215,23,28,395,5
806,215,23,28,395,5
807,216,0,9,8,9
808,216,0,9,8,9
809,216,0,9,8,9
810,216,0,9,8,9
811,216,0,9,8,9
812,216,0,9,8,9
813,216,0,9,8,9
814,216,0,9,8,9
815,216,0,9,8,9
816,217,9,10,306,1
817,218,10,14,338,4
818,218,10,14,338,4
819,218,10,14,338,4
820,218,10,14,338,4
821,219,14,38,464,24
822,219,14,38,464,24
823,219,14,38,464,24
824,219,14,38,464,24
825,219,14,38,464,24
826,219,14,38,464,24
827,219,14,38,464,24
828,219,14,38,464,24
829,219,14,38,464,24
830,219,14,38,464,24
831,219,14,38,464,24
832,219,14,38,464,24
833,219,14,38,464,24
834,219,14,38,464,24
835,219,14,38,464,24
836,219,14,38,464,24
837,219,14,38,464,24
838,219,14,38,464,24
839,219,14,38,464,24
840,219,14,38,464,24
841,219,14,38,464,24
842,219,14,38,464,24
843,219,14,38,464,24
844,219,14,38,464,24
845,220,0,1,0,1
846,221,1,2,38,1
847,222,2,14,86,12
848,222,2,14,86,12
849,222,2,14,86,12
850,222,2,14,86,12
851,222,2,14,86,12
852,222,2,14,86,12
853,222,2,14,86,12
854,222,2,14,86,12
855,222,2,14,86,12
856,222,2,14,86,12
857,222,2,14,86,12
858,222,2,14,86,12
859,223,14,15,441,1
860,224,15,17,466,2
861,224,15,17,466,2
862,225,17,18,510,1
863,226,18,21,533,3
864,226,18,21,533,3
865,226,18,21,533,3
866,227,21,26,592,5
867,227,21,26,592,5
868,227,21,26,592,5
869,227,21,26,592,5
870,227,21,26,592,5
871,228,26,27,663,1
872,229,27,37,684,10
873,229,27,37,684,10
874,229,27,37,684,10
875,229,27,37,684,10
876,229,27,37,684,10
877,229,27,37,684,10
878,229,27,37,684,10
879,229,27,37,684,10
880,229,27,37,684,10
881,229,27,37,684,10
882,230,37,38,740,1
883,231,0,15,14,15
884,231,0,15,14,15
885,231,0,15,14,15
886,231,0,15,14,15
887,231,0,15,14,15
888,231,0,15,14,15
889,231,0,15,14,15
890,231,0,15,14,15
891,231,0,15,14,15
892,231,0,15,14,15
893,231,0,15,14,15
894,231,0,15,14,15
895,231,0,15,14,15
896,231,0,15,14,15
897,231,0,15,14,15
898,232,15,17,466,2
899,232,15,17,466,2
900,233,17,27,519,10
901,233,17,27,519,10
902,233,17,27,519,10
903,233,17,27,519,10
904,233,17,27,519,10
905,233,17,27,519,10
906,233,17,27,519,10
907,233,17,27,519,10
908,233,17,27,519,10
909,233,17,27,519,10
910,234,27,28,675,1
911,235,28,32,689,4
912,235,28,32,689,4
913,235,28,32,689,4
914,235,28,32,689,4
915,236,32,37,724,5
916,236,32,37,724,5
917,236,32,37,724,5
918,236,32,37,724,5
919,236,32,37,724,5
920,237,37,38,740,1
921,238,0,2,1,2
922,238,0,2,1,2
923,239,2,3,49,1
924,240,3,11,79,8
925,240,3,11,79,8
926,240,3,11,79,8
927,240,3,11,79,8
928,240,3,11,79,8
929,240,3,11,79,8
930,240,3,11,79,8
931,240,3,11,79,8
932,241,11,25,233,14
933,241,11,25,233,14
934,241,11,25,233,14
935,241,11,25,233,14
936,241,11,25,233,14
937,241,11,25,233,14
938,241,11,25,233,14
939,241,11,25,233,14
940,241,11,25,233,14
941,241,11,25,233,14
942,241,11,25,233,14
943,241,11,25,233,14
944,241,11,25,233,14
945,241,11,25,233,14
946,242,0,12,11,12
947,242,0,12,11,12
948,242,0,12,11,12
949,242,0,12,11,12
950,242,0,12,11,12
951,242,0,12,11,12
952,242,0,12,11,12
953,242,0,12,11,12
954,242,0,12,11,12
955,242,0,12,11,12
956,242,0,12,11,12
957,242,0,12,11,12
958,243,12,15,236,3
959,243,12,15,236,3
960,243,12,15,236,3
961,244,15,17,271,2
962,244,15,17,271,2
963,245,17,18,289,1
964,246,18,19,297,1
965,247,19,24,308,5
966,247,19,24,308,5
967,247,19,24,308,5
968,247,19,24,308,5
969,247,19,24,308,5
970,248,24,25,324,1
971,249,0,1,0,1
972,250,1,34,67,33
973,250,1,34,67,33
974,250,1,34,67,33
975,250,1,34,67,33
976,250,1,34,67,33
977,250,1,34,67,33
978,250,1,34,67,33
